SAP_HR_NUMBER;EMPLOYEE_GROUP;EMPLOYMENT_STATUS;AVAILABILITY_STATUS;AVAILABILITY_REASON;KAPIS_KEY;COMPANY_CODE;EMPLOYMENT_COMPANY;EMPLOYMENT_LOCATION;EMPLOYMENT_BUSINESS_UNIT;EMPLOYMENT_DIVISION;DEPARTMENT;DEPARTMENT_NAME;WORKING_COMPANY;WORKING_LOCATION;WORKING_DIVISION;WORKING_BUSINESS_UNIT;SHARED_SERVICE;SHARED_SERVICE_FUNCTION;POSITION;MANAGER;HRBP;COST_CENTER;START_DATE;END_DATE;EADS_CONTRACT_STATUS;PRIMARY_PIR;PREFERRED_LANGUAGE;COMPANY_CAR_CODE;COMPANY_COUNTRY;PERSONAL_SUBAREA;PERSONAL_SUBAREA_LABEL;PERSONAL_AREA;PERSONAL_AREA_LABEL;ORGANIZATIONAL_UNIT;WORKINGCOUNTRY;TEMPORARY_AGENCY;CORPID_ITERATION_NUMBER;WORKFORCEID;CLOCKNUMBER;BAND;JOB_TITLE;CORPORATE_ID;LAST_NAME;ICAO_LAST_NAME;BIRTH_NAME;FIRST_NAME;ICAO_FIRST_NAME;PRIMARY_LAST_NAME;SECOND_LAST_NAME;PREFIX;TITLE;PLACE_OF_BIRTH;DATE_OF_BIRTH;GENDER;NATIONALITY;ADDITIONAL_NATIONALITIES;INITIALS;GENDER_TITLE;PREFERRED_NAME;KPI_EADS_ID;KPI_EPS_CREATION;KPI_HRBP_SENT;EMPLOYMENT_SUB_BU;WORKING_SUB_BU;EEDB_SIGLUM;PRESUMED_LEAVE;Root Function
11169031;1;Active;AVAI;;1368;4369;;Toulouse NEW2;AD;AD;1368;Elbe-Flugzeugwerke GmbH NEW2;1368;Dresden NEW2;AD;AD;0;;80139092;11169026;202626;515-10;01.11.2000;19.11.2018;1;1;RO;;RO;SAUD;Blagnac AUSTRALIA NEW2;XFA1;Etablis. AUSTRALIA NEW2;12002882;RO;;3;68033;;EXC;Sprint4 NEW2;100000031;NOVEMBER NEW2;NOVEMBER NEW2;NOVEMBER NEW2;NEW2 SAU;NEW2 SAU;NEW2 SAUD;NEW2 SEC;NEW2 pref;title NEW2;MELBOURNE NEW2;20.06.2000;1;IT;ES;INIT;Miss;PREF_NAME_NEW2;10.03.2009;22.12.2008;0;AT;AT;;;12
27486914;5;Withdrawn;NOAC;;1555;1;;Oberkochen;AD;AD;_HOOOK;;1555;Oberkochen;AD;AD;0;;99999999;99029792;0;2020;22.04.2014;30.09.2017;1;0;DE;;DE;A737;Oberkochen;DD74;HENSOLDT Optronics GmbH;71119257;;;2;27486914;;ZRO;;218029;UN;UN;Minus;Jean;JEAN;UN;;;;Ravensburg;12.09.1983;2;DE;;;Mrs;;10.04.2014;02.04.2014;0;CN;CN;;;
27820423;5;Withdrawn;NOAC;;1555;1;;Oberkochen;AD;AD;_HOOEK;;1555;Oberkochen;AD;AD;0;;99999999;99029792;0;4040;01.05.2012;30.09.2017;1;0;DE;;DE;A737;Oberkochen;DD74;HENSOLDT Optronics GmbH;71119235;;;4;;;ZRO;;218169;DEUX;DEUX;;Jeanne;JEANNE;DEUX;;;;Lahr/Schwarzwald;05.01.1979;1;DE;;;Mr;;08.01.2014;19.12.2013;0;CN;CN;;;
27705222;1;Active;AVAI;;8706;10;;Ottobrunn;AD;AD;TMU;Europe / Canada;4289;Ottobrunn;AD;AD;0;;12042794;27502952;27419216;8706357182;01.04.2007;;1;1;DE;2;DE;B836;USH in OTN;DD30;Airbus DS Ulm/USH;10050299;DE;;1;27705222;;EXC;HO Europe / Canada;265599;TROIS;TROIS;;Pierre;PIERRE;TROIS;;;;Hamburg;22.04.1961;1;DE;;;Mr;;07.08.2007;15.03.2007;0;CN;CN;;;14
27705204;1;Active;AVAI;;4289;10;;Friedrichshafen;AD;AD;TCIDS1;Multi-Sensor Treatment;4289;Friedrichshafen;AD;AD;0;;71673712;27424844;27401658;173853;01.04.2007;;1;1;DE;;DE;A831;Immenstaad;DD51;Airbus DS FN;71112165;;;1;27705204;;ZRO;Project Management;265601;QUATRE;QUATRE;;Pierrette;PIERRETTE;QUATRE;;;;Remscheid;30.05.1976;1;DE;;;Mr;;07.08.2007;14.03.2007;0;CN;CN;;;10
27412433;1;Active;AVAI;;1161;1161;;Augsburg;AI;AI;POAZ21;Manufacturing Engineering & NPI;1161;Augsburg;AI;AI;0;;71676392;27415370;27414317;101384;03.02.1997;;1;1;DE;;DE;B861;Augsburg;YDDA;Premium AEROTEC GmbH;12002442;;;1;;;ZRO;Mfg.Eng. Configuration Management;75944;CINQ;CINQ;;Jacques;JACQUES;CINQ;;;;Augsburg;15.10.1973;1;DE;;;Mr;;07.08.2007;20.12.2005;0;PA;PA;;;12
27412065;C;Active;AVAI;;1161;1161;;Augsburg;AI;AI;POAE1;Foliocenter A350;1161;Hamburg;AI;AI;0;;10390291;1531095;27507442;101388;01.09.1994;;1;1;DE;;DE;B861;Augsburg;YDDA;Premium AEROTEC GmbH;71203454;DE;;1;;;ZRO;Mfg.Eng. Technical Shopfloor Support;75950;SIX;SIX;Reimer;Jeanette;JEANETTE;SIX;;;;Berlin;26.08.1974;2;DE;;;Mrs;;07.08.2007;20.12.2005;0;PA;PA;;;12
99029577;1;Active;AVAI;;1180;1180;;Toulouse;AD;AD;TSZ1180;Surrey Satellite Technology Ltd;1180;Guildford;AD;AD;0;;71116419;;0;EEDB_CC;31.12.2008;;1;1;EN;;GB;SX48;Guildford;SX48;Surrey Satellite Technology;71117956;;;1;;;ZRO;EMPLOYEE;344558;SEPT;SEPT;;Paul;PAUL;SEPT;SECONDSEPT;;;Richmond;25.11.1961;1;GB;;;Mr;;01.04.2011;01.04.2011;0;AS;AS;;;9999999
99029792;1;Active;AVAI;;1180;1180;;Guildford;AD;AD;TSZ1180;Surrey Satellite Technology Ltd;1180;Guildford;AD;AD;0;;71116529;99029792;0;EEDB_CC;31.12.2008;;1;1;EN;;GB;SX48;Guildford;SX48;Surrey Satellite Technology;71117956;;;1;;;ZRO;EMPLOYEE;344560;HUITBIS;HUIT;;Paulette;PAULETTE;HUIT;;;;Croydon;30.09.1971;1;GB;;;Mr;;01.04.2011;01.04.2011;0;AS;AS;;;9999999
99067494;1;Active;AVAI;;1180;1180;;Guildford;AD;AD;YAS;Airbus Saudi Arabia;1180;Riyadh;AD;AD;0;SMO;71006078;99029792;0;EEDB_CC;14.12.2010;;1;1;EN;;GB;SX48;Guildford;SX48;Surrey Satellite Technology;71005718;;;2;;;ZRO;Secretary-Assistant;445803;NEUF;NEUF;;Patrick;PATRICK;NEUF;;;;;21.07.1981;2;SA;;;Mrs;;01.11.2017;01.11.2017;0;AS;AS;;;23
99067495;1;Active;AVAI;;1180;1180;;Guildford;AD;AD;YAS;Airbus Saudi Arabia;1180;Riyadh;AD;AD;0;SMO;71006079;45094518;0;EEDB_CC;22.11.2013;;1;1;EN;;GB;SX48;Guildford;SX48;Surrey Satellite Technology;71005718;;;2;;;ZRO;Translator & Linguistic Support;445804;DIX;DIX;;Patriciâ;PATRICIA;DIX;;;;;23.05.1975;1;SA;;;Mr;;01.11.2017;01.11.2017;0;AS;AS;;;23
99067013;1;Active;AVAI;;4231;4231;;Grand Prairie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99067015;4;Active;AVAI;;4231;4231;;Columbus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99054196;1;Active;AVAI;;4280;4280;;Moscow;AI;AI;ARETD;Engineering Team Design;4280;Moscow;AI;AI;0;;71006779;99055107;0;EEDB_CC;22.06.2015;;1;1;EN;;RU;AX61;Moscow Russia;AX61;Airbus Moscow Russia;71006454;;;1;;;ZRO;Design Engineer - Category 3;438291;TREIZE;TREIZE;;Angélo;ANGÉLO;TREIZE;;;;Arkhangelskaya region;01.06.1992;1;RU;;;Mr;;02.07.2015;02.07.2015;0;;;;;10
99055107;1;Active;AVAI;;4280;4280;;Moscow;AI;AI;ARETD;Engineering Team Design;4280;Moscow;AI;AI;0;;71006780;99048478;0;EEDB_CC;21.08.2015;;1;1;DE;;RU;AX61;Moscow Russia;AX61;Airbus Moscow Russia;71006454;;;1;;;ZRO;Design Engineer - Category 3;441261;QUATORZE;QUATORZE;;Angèle;ANGÈLE;QUATORZE;;;;Moscow;07.09.1990;2;RU;;;Miss;;01.09.2015;01.09.2015;0;;;;;10
99068755;E;Active;NOAU;;4349;4349;;Seoul;AI;AI;AKD;ADS in Korea;4349;Seoul;AI;AI;0;;71007123;45094588;0;EEDB_CC;01.11.2017;;1;1;FR;;KR;XX70;Seoul;XX70;South Korea;12008103;;;2;;;ZRO;HO ADS in Korea;479757;QUINZE;QUINZE;;Henry;HENRY;QUINZE;;;;;03.03.1962;1;US;;;Mr;;11.01.2018;11.01.2018;0;HQ;HQ;;31.12.9999;9999999
99070447;7;Active;NOAC;;4349;4349;;Seoul;AI;AI;AKD;ADS in Korea;4349;Seoul;AI;AI;0;;12158145;99068755;0;EEDB_CC;01.04.2018;;1;1;ES;;KR;XX70;Seoul;XX70;South Korea;12008103;;;1;;;ZRO;Program Support Manager ADS;487034;SEIZE;SEIZE;;Henriette;HENRIETTE;SEIZE;;;;;26.01.1987;1;KR;;;Mr;;01.05.2018;01.05.2018;0;HQ;HQ;;31.12.9999;9999999
99067984;1;Withdrawn;NOAC;;4372;4372;;Stuttgart;AD;AD;TCPD;Dornier Consulting;4372;Stuttgart;AD;AD;0;;99999999;;0;EEDB_CC;06.11.2017;28.02.2018;1;0;EN;;DE;PERSAREA;Stuttgart;KX14;Dornier Consl. Stuttgart;71119708;;;1;;;ZRO;;480355;DIXSEPT;DIXSEPT;;Georges;GEORGESICAO;DIXSEPT;;;;;18.07.1987;1;DE;;;Mr;;04.12.2017;04.12.2017;0;CN;CN;;;
99067870;1;Withdrawn;NOAC;;437210;4372;;Abu Dhabi;AD;AD;TCPD;Dornier Consulting;4372;Abu Dhabi;AD;AD;0;;99999999;;0;EEDB_CC;01.03.2015;28.02.2018;1;0;EN;;AE;KX19;Abu Dhabi;KX19;Dornier Consl. Abu Dhabi;71119708;;;1;;;ZRO;;480692;DIXHUIT;DIXHUITICAO;;Georgette;GEORGETTE;DIXHUIT;;;;;15.07.1990;2;JO;;;Miss;;04.12.2017;04.12.2017;0;CN;CN;;;
64657;1;Active;AVAI;;3510;AI;;Blagnac;AI;AI;HDP;People Development Policies;3510;Blagnac;AI;AI;0;Human Resour;10083090;21498;92737;CA00300901;09.01.2006;;1;1;FR;;FR;AC06;AIC6 Blagnac;AC06;Airbus SAS Tlse SiÃ¨ge;10027234;;;1;64657;;MNR;Customer Feedback & Contin. Imprv. Spec.;244757;DIXNEUF;DIXNEUF;Upper;Christian;CHRISTIAN;DIXNEUF;;;;TOULOUSE;20.08.1978;2;FR;;;Mrs;FAIROUZ;06.03.2006;11.01.2006;0;;;;;3
64662;C;Active;AVAI;;3510;AI;;Blagnac;AI;AI;SCY7;Field Service South East Asia;9990;Kuala Lumpur;ZZ;ZZ;0;CEO;10177292;55389;143690;CA00310000;01.02.2006;;1;1;FR;;FR;AC06;AIC6 Blagnac;AC06;Airbus SAS Tlse SiÃ¨ge;10047514;;;1;64662;;ZRO;Field Service;244759;VINGT;VINGT;;Christiane;CHRISTIANE;VINGT;;;;CONDOM;21.08.1973;1;FR;;;Mr;;06.03.2006;25.01.2006;0;;;;;25
42705940;A;Active;NOAU;;2854;4000;;Toulouse;AD;AD;TFAA;A400M Programme F&C;2919;Madrid;AD;AD;0;;12149374;4083660;42707053;1388;01.04.2018;;1;0;FR;;FR;PERSAREA;Toulouse (AiMC);SFA1;Airbus Defence Space Toulouse;71113065;ES;;5;5940;;SMR;Cash & Cost Reduction;236346;VINGTUN;ICAOVINGTUN;BIRTH;Martin;MARTIN;VINGTUN;VINGTUNVINGTUN;Master;;MENTON;07.08.1980;1;FR;;;Mr;;29.03.2018;28.03.2018;0;AS;CN;;;2
42705957;1;Active;AVAI;;2854;4000;;Toulouse;AD;AD;TATX;Dedicated French Projects;2854;Toulouse;AD;AD;0;;12149341;42705949;42707053;1379;01.04.2018;;1;1;FR;;FR;S116;Toulouse (AiMC);SFA1;Airbus Defence Space Toulouse;71119634;;;3;5957;;MNR;Services Contracts Management;259209;VINGTDEUX;VINGTDEUX;lower;Martine;ICAOMARTINE;VINGTDEUX;VINGTDEUXVINGTDEUX;Master;;LYON;03.12.1956;1;FR;;;Mr;;29.03.2018;28.03.2018;0;AS;AS;;;9999999
42705975;G;Active;NOAU;;2854;4000;;Toulouse;AD;AD;TASL;Transport &Mission A/C Services Prog.;2854;Toulouse;AD;AD;0;;12149364;4001295;42707053;1386;01.04.2018;;1;1;FR;;FR;S116;Toulouse (AiMC);SFA1;Airbus Defence Space Toulouse;71111999;;;6;5975;;MNR;Services Arquitecture Solutions;260205;VINGTTROIS;VINGTTROIS;dash;Michel;MICHEL;VINGTTROIS;;Master;;MEULAN;29.11.1976;1;FR;;;Mr;;29.03.2018;28.03.2018;0;AS;AS;;;13
42705973;B;Active;AVAI;;2854;4000;;Toulouse;AD;AD;TASTO6-TL2;A400M Non Approved Flight Ops Manuals;2854;Toulouse;AD;AD;0;;12149345;42705924;42707053;1376;01.04.2018;;1;1;FR;;FR;S116;Toulouse (AiMC);SFA1;Airbus Defence Space Toulouse;12007189;;;3;5973;;MNR;TL2 A400M Non Approved Flt Ops Manuals;261771;VINGTQUATRES;VINGTQUATRES;hashtag;Michèle;MICHÈLE;VINGTQUATRES;;;;TERRASSA;10.04.1982;1;ES;;;Mr;;29.03.2018;28.03.2018;0;AS;AS;;;13
42705944;1;Active;AVAI;;2854;4000;;Toulouse;AD;AD;TASTO6-TL2;A400M Non Approved Flight Ops Manuals;2854;Toulouse;AD;AD;0;;12149352;42705973;42707053;1376;01.04.2018;;1;1;FR;;FR;S116;Toulouse (AiMC);SFA1;Airbus Defence Space Toulouse;12007189;;;2;5944;;MNR;Flight Ops Engineer;278541;VINGTCINQ;VINGTCINQ;slash;Julien;JULIEN;VINGTCINQ;;PREFIX;;SAINT DIE DES VOSGES;22.04.1960;1;FR;;;Mr;;29.03.2018;28.03.2018;0;AS;AS;;;13
99020203;4;Active;AVAI;;1368;1368;;Dresden;AI;AI;1368;Elbe-Flugzeugwerke GmbH;1368;Dresden;AI;AI;0;;71008678;27400974;0;EEDB_CC;26.04.2017;;1;1;EN;;DE;XX21;Dresden;XX21;Elbe-Flugzeugwerke Dresden;10028194;;;1;;;ZRO;Position Elbe-Flugzeugwerke GmbH;63360;VINGTSIX;VINGTSIX;BIRTH;Julienne;JULIENNE;VINGTSIX;;;title;Dresden;27.12.1942;1;DE;;;Mr;;13.11.2008;13.11.2008;0;;;;31.12.9999;9999999
99008722;1;Active;AVAI;;1368;1368;;Dresden;AI;AI;1368;Elbe-Flugzeugwerke GmbH;1368;Dresden;AI;AI;0;;71008789;99020203;0;EEDB_CC;19.03.2001;;1;1;EN;;DE;XX21;Dresden;XX21;Elbe-Flugzeugwerke Dresden;10028194;;;1;;;ZRO;Position Elbe-Flugzeugwerke GmbH;63458;VINGTSEPT;VINGTSEPT;;Lucia;LUCIA;VINGTSEPT;;title;;RÃ¤ckelwitz;22.03.1971;1;DE;;;Mr;;19.09.2008;19.09.2008;0;;;;;9999999
64663;C;Active;AVAI;;3510;AI;;Blagnac;AI;AI;SCY7;Field Service South East Asia;9990;Kuala Lumpur;ZZ;ZZ;0;CEO;10177292;55389;143690;CA00310000;01.02.2006;;1;1;FR;;FR;AC06;AIC6 Blagnac;AC06;Airbus SAS Tlse SiÃ¨ge;10047514;;;1;64662;;ZRO;Field Service;244760;V;V;;Henry;Henry;V;;prefix;;CONDOM;21.08.1973;1;FR;;;Mr;;06.03.2006;25.01.2006;0;;;;;25
64664;C;Active;AVAI;;3510;AI;;Blagnac;AI;AI;SCY7;Field Service South East Asia;9990;Kuala Lumpur;ZZ;ZZ;0;CEO;10177292;55389;143690;CA00310000;01.02.2006;;1;1;FR;;FR;AC06;AIC6 Blagnac;AC06;Airbus SAS Tlse SiÃ¨ge;10047514;;;1;64662;;ZRO;Field Service;244761;Tea;Tea;;E;E;Tea;;;title;CONDOM;21.08.1973;1;FR;;;Mr;;06.03.2006;25.01.2006;0;;;;;25
64665;C;Active;AVAI;;3510;AI;;Blagnac;AI;AI;SCY7;Field Service South East Asia;9990;Kuala Lumpur;ZZ;ZZ;0;CEO;10177292;55389;143690;CA00310000;01.02.2006;;1;1;FR;;FR;AC06;AIC6 Blagnac;AC06;Airbus SAS Tlse SiÃ¨ge;10047514;;;1;64662;;ZRO;Field Service;244762;A;A;;B;B;A;;;;CONDOM;21.08.1973;1;FR;;;Mr;;06.03.2006;25.01.2006;0;;;;;25
701;1;Active;AVAI;;2781;JVLA;;Méaulte;AI;AI;1IML212;SA - T12 SE - EQ2;2781;Méaulte;AI;AI;0;;80115412;72730;214469;M1305;01.09.2019;;1;1;FR;;FR;Y00M;Meaulte;YFAM;STELIA Méaulte;71001758;;;1;701;;ZRO;HO SA - T12 SE - EQ2;146895;VINGTHUIT;VINGTHUIT;BIRTH;ALAIN;ALAIN;VINGTHUIT;;;;CAMBRAI;14.10.1966;1;FR;;;Mr;;14.11.2005;24.11.2003;0;SG;SG;;;12
702;1;Active;AVAI;;2781;JVLA;;Méaulte;AI;AI;1IML212;SA - T12 SE - EQ2;2781;Méaulte;AI;AI;0;;80115412;72730;214469;M1305;01.01.2000;19.09.2018;1;1;FR;;FR;Y00M;Meaulte;YFAM;STELIA Méaulte;71001758;;;1;701;;ZRO;HO SA - T12 SE - EQ2;146896;VINGTNEUF;VINGTNEUF;VINGTNEUF;ALINE;ALINE;VINGTNEUF;SECOND;;;CAMBRAI;14.10.1966;1;FR;;;Mr;;14.11.2005;24.11.2003;0;SG;SG;;;12
99006896;1;Active;AVAI;;2808;2808;;Le Plessis Robinson;AD;AD;2808;MBDA SAS;2808;Le Plessis Robinson;AD;AD;0;;71105738;;0;EEDB_CC;01.05.2008;;1;1;EN;;FR;DX18;Le Plessis;DX18;MBDA SAS Le Plessis;71105738;;;1;;;ZRO;Default Pos MBDA SAS;284842;TRENTE;TRENTE;TRENTE;Dôrothée;DOROTHEE;TRENTE;;;;COLOGNE;28.10.1971;2;FR;;;Mrs;;19.09.2008;19.09.2008;0;CN;CN;M/GH/OP/MEF;;
99006897;1;Active;AVAI;;2808;2808;;Le Plessis Robinson;AD;AD;2808;MBDA SAS;2808;Le Plessis Robinson;AD;AD;0;;71105738;;0;EEDB_CC;01.05.2008;;1;1;EN;;FR;DX18;Le Plessis;DX18;MBDA SAS Le Plessis;71105738;;;1;;;ZRO;Default Pos MBDA SAS;284843;TRENTE;TRENTE;TRENTE;DÃ´rÃªmÃ¯;DOREMI;TRENTE;SECOND;;;COLOGNE;28.10.1971;2;FR;;;Mrs;;19.09.2008;19.09.2008;0;CN;CN;M/GH/OP/MEF;;
27486915;1;Active;AVAI;;1555;1;;Oberkochen;AD;AD;_HOOOK;;1555;Oberkochen;AD;AD;0;;99999999;;0;2020;22.04.2014;;1;0;DE;;DE;A737;Oberkochen;DD74;HENSOLDT Optronics GmbH;71119257;;;2;27486914;;ZRO;;2180675;TRENTEUN;TRENTEUN;;Marius;MARIUS;TRENTEUN;;;;Ravensburg;12.09.1983;2;DE;;;Mrs;;10.04.2014;02.04.2014;0;CN;CN;;;
27820427;1;Active;AVAI;;1555;1;;Oberkochen;AD;AD;_HOOEK;;1555;Oberkochen;AD;AD;0;;99999999;;0;4040;01.05.2012;;1;0;DE;;DE;A737;Oberkochen;DD74;HENSOLDT Optronics GmbH;71119235;;;4;;;ZRO;;2181888;TRENTEDEUX;TRENTEDEUX;;Marie;MARIE;TRENTEDEUX;;;;Lahr/Schwarzwald;05.01.1979;1;DE;;;Mr;;08.01.2014;19.12.2013;0;CN;CN;;;
68033;1;Active;AVAI;;2779;BA02;;Blagnac;AI;AI;RECDC;Cabin Drawings;2780;Blagnac;AI;AI;0;;80139092;30011;202626;515-10;01.10.2004;;1;1;FR;;FR;X301;Blagnac EADS;XFA1;Etablis. de détach. : GIE ATR;12002882;FR;;3;68033;;ZRO;Head of Cabin Drawings;144375;POULET;POULET;POULET;Steven;STEVEN;POULET;;;;MONTAUBAN;14.03.1971;1;FR;;;Mr;;10.03.2009;22.12.2008;0;AT;AT;;;12
8010673;A;Active;NOAU;;3631;AIRB;;Filton;AI;AI;XTUDB;Programmes Transf with DC Home;5405;Hamburg;AI;AI;0;;10109465;;0;X93;23.09.1996;;1;1;EN;;GB;601;AG Filton;AG01;FILTON;10013855;DE;;2;;A9265;ZRO;Transfer Out;102021;Rumsteak;RUMSTEAK_ICAO;;Anthony;ICAO_ANTHONY;RUMSTEAK;;;;Winterbourne;19.01.1963;1;GB;;A;Mr;Tony;27.03.2006;27.02.2004;0;;;;;9999999
99987299;1;Active;AVAI;;1368;4369;;Toulouse;AD;AD;1368;Elbe-Flugzeugwerke GmbH;1368;Dresden;AI;AI;0;;71008789;68033;0;EEDB_CC;19.03.2001;;1;1;EN;;RO;XX21;Dresden;XX21;Elbe-Flugzeugwerke Dresden;10028194;;;1;;;ZRO;Position Elbe-Flugzeugwerke GmbH;6344545;ONEquatreBis;ONEquatre;;Sache;Sacha;ONEquatre;;;;RÃ¤ckelwitz;22.03.1971;1;DE;;;Mr;;19.09.2008;19.09.2008;0;;;;;9999999
73;B;Active;AVAI;;2854;9001;;Toulouse;AD;AD;TASTO6-TL2;A400M;2854;Toulouse;AD;AD;0;;12149345;42705924;42707053;1376;01.09.2018;;1;1;FR;;ES;S116;Toulouse (AiMC);SFA1;Airbus Defence Space Toulouse;12007189;;;7;5973;;MNR;TL2 A400M Non Approved Flt Ops Manuals;2617722;ONEtrois;ONEtroisBis;;Sacha;Sacha;ONEtrois;;;;Madrid;10.04.1982;1;ES;;;Mr;;29.03.2018;28.03.2018;0;AS;AS;;;13
74;B;Active;AVAI;;2854;1137;;Toulouse;AD;AD;TASTO6-TL2;A400M;2854;Toulouse;AD;AD;0;;12149345;42705924;42707053;1376;01.09.2018;;1;1;FR;;SA;S116;Toulouse (AiMC);SFA1;Airbus Defence Space Toulouse;12007189;;;7;5973;;MNR;TL2 A400M Non Approved Flt Ops Manuals;2617721;DEUXun;DEUXunBIS;;Sacha;Sacha;DEUXun;;;;Paris;10.04.1982;1;ES;;;Mr;;29.03.2018;28.03.2018;0;AS;AS;;;13
99987298;1;Active;AVAI;;1368;1137;;Toulouse;AD;AD;1368;Elbe-Flugzeugwerke GmbH;1368;Dresden;AI;AI;0;;71008789;27400974;0;EEDB_CC;19.03.2001;;1;1;EN;;SA;XX21;Dresden;XX21;Elbe-Flugzeugwerke Dresden;10028194;;;1;;;ZRO;Position Elbe-Flugzeugwerke GmbH;6344541;DEUXdeux;DEUXdeux;;Sache;Sache;DEUXdeuxBIS;;;;Paris;22.03.1971;1;DE;;;Mr;;19.09.2008;19.09.2008;0;;;;;9999999
4001106;1;Active;AVAI;;1455;9001;;Getafe;AD;AD;TOMIA;Industrial Academy;3510;Toulouse;AI;AI;0;;12037181;4083956;27402286;34054411;01.07.2017;;1;1;ES;;ES;961;AD Getafe;ME05;Airbus DS Getafe;71120754;FR;;1;1106;;SMR;HO Manufacturing Academy;100377;DEUXtrois;DEUXtrois;;Sacha;Sacha;DEUXtrois;;;;MANTIEL;07.01.1966;2;ES;;;Mrs;;21.05.2007;20.12.2003;0;MT;;;;12
45094296;1;Active;NOAP;;3510;2922;;Suresnes;AI;AI;3323;XX13 GDI Simulation Suresnes;2808;Bourges;AD;AD;0;;10348243;;45523604;CA00070307;21.06.1993;;1;1;FR;;FR;X002;Suresnes;XFH5;Airbus SAS Suresnes;71105780;FR;;2;5015094296;;EXC;MANAGER;1176;DEUXquatre;DEUXquatre;;Alexandre;Alexandre;DEUXquatre;;;;Toulouse;06.04.1965;1;FR;;;Mr;;22.03.2007;29.12.2006;0;;CN;;;9999999
1847353;C;Active;AVAI;;1775;66;;Bremen;AD;AD;TOMBF;Operations IFA Seville;5405;Sevilla;AI;AI;0;;10210984;1039019;1630107;670243;11.08.2003;;1;1;DE;;DE;145;Sevilla;AD66;Airbus Defence and Space GmbH;71120710;ES;;1;8473536;;ZRO;Mfg.Eng. Serial Process Engineer;136037;DEUXcinq;DEUXcinq;;Sacha;Sacha;DEUXcinq;;;;Toulouse;06.11.1983;1;DE;;;Mr;;04.07.2006;24.11.2003;0;MT;;;;12
27462393;1;Active;AVAI;;1155;1155;;Donauwörth;AI;AI;HBOGOD;PY/PT/PA Helicopters;5404;Donauwörth;EC;EC;1;EPS Germany;10256210;27424652;27415546;17731929;31.12.2005;;1;1;DE;;DE;B832;Donauwörth;XD25;Airbus DS HQ Donauwörth;10028800;DE;;1;;;ZRO;PY/PT/PA Helicopters;243145;DEUXsix;DEUXsix;;Sacha;Sacha;DEUXsix;;;;Toulouse;06.11.1983;2;DE;;;Mrs;;07.08.2007;20.12.2005;0;HQ;;;;3
45520063;1;Active;AVAI;;3510;2922;;Vitrolles;AI;AI;HBOFA1;Personal Administration Marignane;1466;Vitrolles;EC;EC;1;EPS France;10311560;45516933;122262;CA00010416;01.10.2010;;1;1;FR;;FR;X005;EUROSUD;XFH6;Airbus SAS Tlse Siège;12006828;FR;;2;45520063;;ZRO;Personnel Administration;251447;DEUXsept;DEUXsept;DEUXsept;Sachi;Sachi;DEUXsept;;;;Toulouse;21.06.1998;2;FR;;;Mrs;;14.10.2010;13.10.2010;0;;;;;3
27705209;1;Active;AVAI;;4289;10;;Friedrichshafen;AD;AD;TCIDS1;Multi-Sensor Treatment;4289;Friedrichshafen;AD;AD;0;;71673712;27424844;27401658;173853;01.04.2007;;1;1;DE;;DE;A831;Immenstaad;DD51;Airbus DS FN;71112165;;;1;27705204;;ZRO;Project Management;265605;DEUXhuit;DEUXhuit;;Sacha;Sacha;DEUXhuit;;;;Remscheid;30.05.1986;1;DE;;;Mr;;07.08.2007;14.03.2007;0;CN;CN;;;10
27412439;1;Active;AVAI;;1161;1161;;Augsburg;AI;AI;POAZ21;Manufacturing Engineering & NPI;1161;Augsburg;AI;AI;0;;71676392;27415370;27414317;101384;03.02.1997;;1;1;DE;;DE;B861;Augsburg;YDDA;Premium AEROTEC GmbH;12002442;;;1;;;ZRO;Mfg.Eng. Configuration Management;75945;DEUXneuf;DEUXneuf;;Sacha;Sacha;DEUXneuf;;;;Augsburg;15.10.1983;1;DE;;;Mr;;07.08.2007;20.12.2005;0;PA;PA;;;12
27412478;C;Active;AVAI;;1161;1161;;Augsburg;AI;AI;POAE1;Foliocenter A350;1161;Hamburg;AI;AI;0;;10390291;1531095;27507442;101388;01.09.1994;;0;0;DE;;DE;B861;Augsburg;YDDA;Premium AEROTEC GmbH;71203454;DE;;1;;;ZRO;Mfg.Eng. Technical Shopfloor Support;75949;DEUXdix;DEUXdix;;Sacha;Sacha;DEUXdix;;;;Berlin;26.08.1944;2;DE;;;Mrs;;07.08.2007;20.12.2005;0;PA;PA;;;12
92544;A;Active;NOAU;;3510;AI;;Blagnac;AI;AI;XTC;Transf with DC Home from A-CE;4107;Madrid;AD;AD;0;;10398141;;0;CA00010308;01.06.2009;01.09.2018;1;0;FR;;FR;AC06;AIC6 Blagnac;AC06;Airbus SAS Tlse Siège;10011708;ES;;1;92544;;ZRO;Generic Position Transfer OUT from ACE;304263;DEUXonze;DEUXonze;DEUXonze;Sacha;Sacha;DEUXonze;;;;TOULOUSE;04.09.1980;1;FR;;;Mr;;08.07.2009;02.06.2009;0;;MT;;;9999999
